Image URL,Title,Edition,rating-avg,isbn10,isbn13,Publication date,language,Publishers,Tags
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages.routledge.com%2Fcommon%2Fjackets%2Famazon%2F978041556%2F9780415564830.jpg&imgrefurl=https%3A%2F%2Fwww.routledge.com%2FArtificial-Intelligence-The-Basics%2FWarwick%2Fp%2Fbook%2F9780415564830&tbnid=FZcQjEH7drEzUM&vet=12ahUKEwiNi_mVgZPsAhXYBisKHTdSAT0QMygAegUIARCuAQ..i&docid=L-xomzlIGlRlaM&w=421&h=648&q=Artificial%20Intelligence%3A%20The%20Basics%20routledge&ved=2ahUKEwiNi_mVgZPsAhXYBisKHTdSAT0QMygAegUIARCuAQ,Artificial Intelligence: The Basics,1,4.23,415564832, 978-0415564830,18-08-2011,English,Routledge,Artificial Intelligence
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F81f8XACISAL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FPython-Crash-Course-Eric-Matthes%2Fdp%2F1593279280&tbnid=1mbuwb7pDM6LgM&vet=12ahUKEwjR46TggZPsAhX5nEsFHX3WBDgQMygAegUIARCgAQ..i&docid=7hZH9KdKYrRtHM&w=1937&h=2560&q=Python%20Crash%20Course%3A%20A%20Hands-On%2C%20Project-Based%20Introduction%20to%20Programming&hl=en&ved=2ahUKEwjR46TggZPsAhX5nEsFHX3WBDgQMygAegUIARCgAQ,"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",2,4.7,1593279280, 978-1593279288,03-05-2019,English,No Starch Press,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F81Gt2O4FvTL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FHead-First-Python-Paul-Barry%2Fdp%2F1491919531&tbnid=b5FamG124Ge5GM&vet=12ahUKEwiQqLPmgZPsAhWaPCsKHVqlAI0QMygAegUIARC2AQ..i&docid=i48Laii-SZzgxM&w=1730&h=1987&q=Head%20First%20Python%202e%3A%20A%20Brain-Friendly%20Guide&hl=en&ved=2ahUKEwiQqLPmgZPsAhWaPCsKHVqlAI0QMygAegUIARC2AQ,Head First Python 2e: A Brain-Friendly Guide,2,4.38,1491919531,978-1491919538,16-12-2016,English,O′Reilly,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F41sXSVzqW-L._SX380_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FLearn-Python-Hard-Way-Introduction%2Fdp%2F0134692888&tbnid=gy7tnk0Ph4OlPM&vet=12ahUKEwjLvObvgZPsAhVCd30KHdHqCRoQMygAegQIARB9..i&docid=zgOfhoCzMVvhbM&w=382&h=499&q=Learn%20Python%203%20the%20Hard%20Way%3A%20A%20Very%20Simple%20Introduction%20to%20the%20Terrifyingly%20Beautiful%20World%20of%20Computers%20and%20Code%C2%A0&hl=en&ved=2ahUKEwjLvObvgZPsAhVCd30KHdHqCRoQMygAegQIARB9,Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code ,3,4.33,134692888, 978-0134692883,18-07-2017,English,Addison-Wesley ,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F61fE9l0gPIL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FPython-Programming-Introduction-Computer-Science%2Fdp%2F1590282752&tbnid=alPVyR6MvhUeAM&vet=12ahUKEwiIpbr4gZPsAhXFGHIKHajzArAQMygAegUIARCKAQ..i&docid=yQX0R6jvcgHmrM&w=1129&h=1392&q=Python%20Programming%3A%20An%20Introduction%20to%20Computer%20Science&hl=en&ved=2ahUKEwiIpbr4gZPsAhXFGHIKHajzArAQMygAegUIARCKAQ,Python Programming: An Introduction to Computer Science,3,4.5,1590282752,978-1590282755,01-01-2016,English,Ingram short title,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F513ALClCHCL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FPython-Cookbook-Recipes-Mastering-ebook%2Fdp%2FB00DQV4GGY&tbnid=_l5xmzE2iWo2mM&vet=12ahUKEwiLsuaKgpPsAhUVGXIKHTZhAm4QMygAegUIARCMAQ..i&docid=jBacg9X7bA-oYM&w=381&h=500&q=Python%20Cookbook%3A%20Recipes%20for%20Mastering%20Python&hl=en&ved=2ahUKEwiLsuaKgpPsAhUVGXIKHTZhAm4QMygAegUIARCMAQ,Python Cookbook: Recipes for Mastering Python,3,4.56,1590282753,978-1590282756,10-05-2013,English,Ingram short title,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F41vKG7RVUIL._BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FIntroduction-Machine-Learning-Python-Scientists%2Fdp%2F9352134575&tbnid=Wp7Aaty1WF0fHM&vet=12ahUKEwii_66SgpPsAhUZGXIKHQ3XAAwQMygAegUIARCsAQ..i&docid=Z5xaw0o5ubDP1M&w=258&h=332&q=Introduction%20to%20Machine%20Learning%20with%20Python%3A%20A%20Guide%20for%20Data%20Scientists&hl=en&ved=2ahUKEwii_66SgpPsAhUZGXIKHQ3XAAwQMygAegUIARCsAQ,Introduction to Machine Learning with Python: A Guide for Data Scientists,1,4.4,9352134575,978-9352134571,01-01-2016,English,Shroff/O'Reilly,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fpbs.twimg.com%2Fmedia%2FCMuKn1qUEAU5miO.jpg&imgrefurl=https%3A%2F%2Ftwitter.com%2Ffluentpython%2Fstatus%2F633752591751450624&tbnid=UTp8XtFHdVyIfM&vet=12ahUKEwjv0OGagpPsAhXXRisKHQdWAvgQMygNegUIARCvAQ..i&docid=NZwDvgChYAdXhM&w=1200&h=900&q=Fluent%20Python%3A%20Clear%2C%20Concise%2C%20and%20Effective%20Programming&hl=en&ved=2ahUKEwjv0OGagpPsAhXXRisKHQdWAvgQMygNegUIARCvAQ,"Fluent Python: Clear, Concise, and Effective Programming",1,4.75,9352134576,978-9352134571,30-07-2015,English,O'Reilly Media,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F51ovFaPaLjL._SX379_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FProgramming-Python-4e-Mark-Lutz%2Fdp%2F0596158106&tbnid=KEKhK90SnIzJ9M&vet=12ahUKEwjuhvqrgpPsAhXRKHIKHZ50DGcQMygAegUIARC7AQ..i&docid=LLa3sAYwtbcpgM&w=381&h=499&q=Programming%20Python%204e%3A%20Powerful%20Object-Oriented%20Programming&hl=en&ved=2ahUKEwjuhvqrgpPsAhXRKHIKHZ50DGcQMygAegUIARC7AQ,Programming Python 4e: Powerful Object-Oriented Programming,4,4.42,596158106,978-0596158101,14-01-2011,English,O′Reilly,Python Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F51cV560hqBL._SX396_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FGrokking-Algorithms-illustrated-programmers-curious%2Fdp%2F1617292230&tbnid=PLZOEyH_44-x1M&vet=12ahUKEwiLjeG2gpPsAhX3m0sFHZ1qBjgQMygAegUIARCQAQ..i&docid=uAzMIbkStsB6_M&w=398&h=499&q=Grokking%20Algorithms%3A%20An%20illustrated%20guide%20for%20programmers&hl=en&ved=2ahUKEwiLjeG2gpPsAhX3m0sFHZ1qBjgQMygAegUIARCQAQ,Grokking Algorithms: An illustrated guide for programmers,1,4.6,1617292230,978-1617292231,30-05-2016,English,Manning Publications,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41SH-SvWPxL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FClean-Code-Handbook-Software-Craftsmanship-ebook%2Fdp%2FB001GSTOAM&tbnid=fC8dNEs-XSB2BM&vet=12ahUKEwilw6i9gpPsAhVJVCsKHUvcAzoQMygAegUIARDOAQ..i&docid=fj-iEM8hzDLePM&w=378&h=500&q=Clean%20Code%C2%A0&hl=en&ved=2ahUKEwilw6i9gpPsAhVJVCsKHUvcAzoQMygAegUIARDOAQ,Clean Code ,1,4.61,8131773388,978-8131773383,01-01-2012,English,Pearson Education ,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F51U7pYWTaML._SX334_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FMythical-Man-Month-Software-Engineering-Anniversary%2Fdp%2F0201835959&tbnid=OXFnBrPRgjBulM&vet=12ahUKEwiilonFgpPsAhXYcSsKHdEBBfQQMygAegUIARCRAQ..i&docid=dRP7qi1mIi-A8M&w=336&h=499&q=The%20Mythical%20Man-Month&hl=en&ved=2ahUKEwiilonFgpPsAhXYcSsKHdEBBfQQMygAegUIARCRAQ,The Mythical Man-Month,1,4.53,9.7802E+12,978-0201835953,08-08-1995,English,Addison-Wesley,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F51cUVaBWZzL._SX380_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FPragmatic-Programmer-journey-mastery-Anniversary%2Fdp%2F0135957052&tbnid=2e8GJDr3AN_k4M&vet=12ahUKEwiRj8zQgpPsAhVVVCsKHRLTDrgQMygAegUIARCTAQ..i&docid=PFwCaYXLrPcWCM&w=382&h=499&q=The%20Pragmatic%20Programmer%3A%20your%20journey%20to%20mastery&hl=en&ved=2ahUKEwiRj8zQgpPsAhVVVCsKHRLTDrgQMygAegUIARCTAQ,The Pragmatic Programmer: your journey to mastery,1,4.8,9.7802E+12,978-0201835954,30-07-2019,English,Addison-Wesley Professional ,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F41JOmGowq-L._SX258_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FCode-Complete-Practical-Handbook-Construction%2Fdp%2F0735619670&tbnid=RZAvyQw2JKNDzM&vet=12ahUKEwjr4obcgpPsAhVFeCsKHSrkAkoQMygAegUIARC-AQ..i&docid=zDoSI_J6zDHhUM&w=260&h=317&q=Code%20Complete&hl=en&ved=2ahUKEwjr4obcgpPsAhVFeCsKHSrkAkoQMygAegUIARC-AQ,Code Complete,2,4.67,735619670,978-0735619678,07-07-2004,English,Microsoft Press,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F41IHBJFnG3L._SX258_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FComputer-Programming-Volumes-1-4A-Boxed%2Fdp%2F0321751043&tbnid=9X-vUuDNImiZiM&vet=12ahUKEwin34jmgpPsAhXYcSsKHdEBBfQQMygAegUIARC2AQ..i&docid=oKntjGGk1PP5cM&w=260&h=224&q=Art%20of%20Computer%20Programming&hl=en&ved=2ahUKEwin34jmgpPsAhXYcSsKHdEBBfQQMygAegUIARC2AQ,Art of Computer Programming,1,4.8,321751043,978-0321751041,24-03-2011,English,Addison-Wesley,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F71KsxtHA8qL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FProgramming-Pearls-Jon-Bentley%2Fdp%2F8177588583&tbnid=xTr2lPkijQxGgM&vet=12ahUKEwi49fmmg5PsAhXYLSsKHceHDRcQMygAegUIARCgAQ..i&docid=hGAf1XdC4UQMsM&w=1148&h=1556&q=Programming%20Pearls&hl=en&ved=2ahUKEwi49fmmg5PsAhXYLSsKHceHDRcQMygAegUIARCgAQ,Programming Pearls,1,4.12, 8177588583,978-8177588583,01-01-2002,English,Pearson Education,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41L1w%2BgbsZL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FCode-Language-Computer-Developer-Practices-ebook%2Fdp%2FB00JDMPOK2&tbnid=sbWGDXBzHV9blM&vet=12ahUKEwj7nq6ug5PsAhXHf30KHXEVBjwQMygAegUIARCjAQ..i&docid=IDRwBZd-XZyb0M&w=336&h=500&q=Code%3A%20The%20Hidden%20Language%20of%20Computer%20Hardware%20and%20Software&hl=en&ved=2ahUKEwj7nq6ug5PsAhXHf30KHXEVBjwQMygAegUIARCjAQ,Code: The Hidden Language of Computer Hardware and Software,1,4.73,9.78074E+12,978-0735611313,11-10-2000,English,Microsoft Press US,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F41T0iBxY8FL._SX440_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.com%2FIntroduction-Algorithms-3rd-MIT-Press%2Fdp%2F0262033844&tbnid=43OnSTSmoLrRJM&vet=12ahUKEwjMgKi3g5PsAhVJB3IKHVSXDqsQMygAegUIARDVAQ..i&docid=qIza5V5mtQaYCM&w=442&h=500&q=Introduction%20to%20Algorithms&hl=en&ved=2ahUKEwjMgKi3g5PsAhVJB3IKHVSXDqsQMygAegUIARDVAQ,Introduction to Algorithms,3,3.78,262533057,978-0262533058,20-08-2009,English,MIT Press,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51ttgxwzArL._SX260_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FRefactoring-Improving-Existing-Addison-Wesley-Technology-ebook%2Fdp%2FB007WTFWJ6&tbnid=nD87XKuokA6dxM&vet=12ahUKEwj94ZfAg5PsAhWmgEsFHfWhABIQMygBegUIARCwAQ..i&docid=flMSvCjp7UWoQM&w=260&h=332&q=Refactoring%3A%20Improving%20the%20Design%20of%20Existing%20Code&hl=en&ved=2ahUKEwj94ZfAg5PsAhWmgEsFHfWhABIQMygBegUIARCwAQ,Refactoring: Improving the Design of Existing Code,1,4.6,262533057,978-0134757599,04-01-2019,English,Addison-Wesley,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F51szD9HC9pL._SX258_BO1%2C204%2C203%2C200_.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FDesign-Patterns-Object-Oriented-Addison-Wesley-Professional%2Fdp%2F0201633612&tbnid=Pfhfib5zs41ujM&vet=12ahUKEwjDnojLg5PsAhUTJHIKHahWATwQMygAegUIARDCAQ..i&docid=B_bYIHOCdGLZNM&w=260&h=327&q=Design%20Patterns%3A%20Elements%20of%20Reusable%20Object-Oriented%20Software&hl=en&ved=2ahUKEwjDnojLg5PsAhUTJHIKHahWATwQMygAegUIARDCAQ,Design Patterns: Elements of Reusable Object-Oriented Software,1,4.61,262533057,978-0134757600,31-10-1994,English,Addison-Wesley,Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Frukminim1.flixcart.com%2Fimage%2F352%2F352%2Fbook%2F4%2F4%2F9%2Fthe-c-programming-language-original-imaerfy3gwbcev5d.jpeg%3Fq%3D70&imgrefurl=https%3A%2F%2Fwww.flipkart.com%2Fc-programming-language-2nd%2Fp%2Fitmezunqsgukxa9h&tbnid=jQf1f2zCo9W2bM&vet=12ahUKEwid8Kr1g5PsAhVdmUsFHRNtAYYQMygiegUIARCvAg..i&docid=UvfkFfuwwmuOOM&w=255&h=352&q=The%20C%20Programming%20Language&hl=en&ved=2ahUKEwid8Kr1g5PsAhVdmUsFHRNtAYYQMygiegUIARCvAg,The C Programming Language,2,4.4,9332549443,978-9332549449,01-01-2015,English,Pearson Education India,C Programming
https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages-na.ssl-images-amazon.com%2Fimages%2FI%2F71ReQ%2BFGHcL.jpg&imgrefurl=https%3A%2F%2Fwww.amazon.in%2FComputer-System-Programming-Yashavant-Kanetkar%2Fdp%2F9386551438&tbnid=4OULfYC6AuRoxM&vet=12ahUKEwjmut-khJPsAhUHVCsKHY-gBPIQMygBegUIARC5AQ..i&docid=gv7hFfJ6a2r7-M&w=907&h=1360&q=Programming%20with%20C%20BPB%20publishers&hl=en&ved=2ahUKEwjmut-khJPsAhUHVCsKHY-gBPIQMygBegUIARC5AQ,Programming with C,4,4.7,9.78935E+12,978-9353160272,23-07-2018,English,McGraw Hill Education,C Programming
